Order,Site,BIDS_subID,BIDS_session,BIDS_run,data_to_nifti,filter_count_runs_per_sub,filter_count_runs_per_session,Original_ID,Original_data_structure (subID to nifti),"Modality (T1w, T2w, T2*w, BOLD, etc)",Sex,Age(Years),Age(Weeks),Age(Days),DOB,Date of Scan,Experimental_Condition,Species,"Usage (PRIME1, UWMadison, PRIME2, BrainCharts)",Path to Raw Data Folder (ACCESS),Path to Raw Data Folder (Server),Notes,,JSON,Longitudinal_ID
2929,site-OHSUwsd,209007,001,2,sub-209007/ses-001/anat/sub-209007_ses-001_run-2_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/anat/sub-36195_ses-20170822_run-2_T1w.nii.gz,T1w,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
2930,site-OHSUwsd,209007,001,1,sub-209007/ses-001/func/sub-209007_ses-001_task-REST_run-1_bold.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/func/sub-36195_ses-20170822_task-REST_run-1_bold.nii.gz,bold,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
2931,site-OHSUwsd,209007,001,1,sub-209007/ses-001/func/sub-209007_ses-001_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/func/sub-36195_ses-20170822_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
2932,site-OHSUwsd,209007,001,1,sub-209007/ses-001/fmap/sub-209007_ses-001_acq-01_dir-AP_epi.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170822/fmap/sub-36195_ses-20170822_acq-01_dir-AP_epi.nii.gz,epi,M,0.55,28.5714286,200,,,,Japanese_Macaques,,,,,,,
2933,site-OHSUwsd,209007,002,2,sub-209007/ses-002/anat/sub-209007_ses-002_run-2_T1w.nii.gz,,1,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/anat/sub-36195_ses-20180122_run-2_T1w.nii.gz,T1w,M,0.97,50.4285714,353,2/3/17,,,Japanese_Macaques,,,,,,,
2934,site-OHSUwsd,209007,002,3,sub-209007/ses-002/anat/sub-209007_ses-002_run-3_T2w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/anat/sub-36195_ses-20180122_run-3_T2w.nii.gz,T2w,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2935,site-OHSUwsd,209007,002,3,sub-209007/ses-002/anat/sub-209007_ses-002_run-3_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/anat/sub-36195_ses-20180122_run-3_T1w.nii.gz,T1w,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2936,site-OHSUwsd,209007,002,1,sub-209007/ses-002/anat/sub-209007_ses-002_run-1_T2w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/anat/sub-36195_ses-20180122_run-1_T2w.nii.gz,T2w,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2937,site-OHSUwsd,209007,002,1,sub-209007/ses-002/anat/sub-209007_ses-002_run-1_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/anat/sub-36195_ses-20180122_run-1_T1w.nii.gz,T1w,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2938,site-OHSUwsd,209007,002,2,sub-209007/ses-002/anat/sub-209007_ses-002_run-2_T2w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/anat/sub-36195_ses-20180122_run-2_T2w.nii.gz,T2w,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2939,site-OHSUwsd,209007,002,1,sub-209007/ses-002/func/sub-209007_ses-002_task-REST_run-1_bold.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/func/sub-36195_ses-20180122_task-REST_run-1_bold.nii.gz,bold,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2940,site-OHSUwsd,209007,002,1,sub-209007/ses-002/func/sub-209007_ses-002_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/func/sub-36195_ses-20180122_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2941,site-OHSUwsd,209007,002,1,sub-209007/ses-002/fmap/sub-209007_ses-002_acq-01_dir-PA_epi.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/fmap/sub-36195_ses-20180122_acq-01_dir-PA_epi.nii.gz,epi,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2942,site-OHSUwsd,209007,002,1,sub-209007/ses-002/fmap/sub-209007_ses-002_acq-01_dir-AP_epi.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20180122/fmap/sub-36195_ses-20180122_acq-01_dir-AP_epi.nii.gz,epi,M,0.97,50.4285714,353,,,,Japanese_Macaques,,,,,,,
2943,site-OHSUwsd,209007,003,3,sub-209007/ses-003/anat/sub-209007_ses-003_run-3_T2w.nii.gz,,1,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/anat/sub-36195_ses-20170619_run-3_T2w.nii.gz,T2w,M,0.37,19.4285714,136,2/3/17,,,Japanese_Macaques,,,,,,,
2944,site-OHSUwsd,209007,003,1,sub-209007/ses-003/anat/sub-209007_ses-003_run-1_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/anat/sub-36195_ses-20170619_run-1_T1w.nii.gz,T1w,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2945,site-OHSUwsd,209007,003,2,sub-209007/ses-003/anat/sub-209007_ses-003_run-2_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/anat/sub-36195_ses-20170619_run-2_T1w.nii.gz,T1w,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2946,site-OHSUwsd,209007,003,2,sub-209007/ses-003/anat/sub-209007_ses-003_run-2_T2w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/anat/sub-36195_ses-20170619_run-2_T2w.nii.gz,T2w,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2947,site-OHSUwsd,209007,003,1,sub-209007/ses-003/anat/sub-209007_ses-003_run-1_T2w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/anat/sub-36195_ses-20170619_run-1_T2w.nii.gz,T2w,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2948,site-OHSUwsd,209007,003,3,sub-209007/ses-003/anat/sub-209007_ses-003_run-3_T1w.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/anat/sub-36195_ses-20170619_run-3_T1w.nii.gz,T1w,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2949,site-OHSUwsd,209007,003,1,sub-209007/ses-003/func/sub-209007_ses-003_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/func/sub-36195_ses-20170619_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2950,site-OHSUwsd,209007,003,1,sub-209007/ses-003/func/sub-209007_ses-003_task-REST_run-1_bold.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/func/sub-36195_ses-20170619_task-REST_run-1_bold.nii.gz,bold,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2951,site-OHSUwsd,209007,003,1,sub-209007/ses-003/fmap/sub-209007_ses-003_acq-01_dir-AP_epi.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/fmap/sub-36195_ses-20170619_acq-01_dir-AP_epi.nii.gz,epi,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2952,site-OHSUwsd,209007,003,1,sub-209007/ses-003/fmap/sub-209007_ses-003_acq-01_dir-PA_epi.nii.gz,,0,36195,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36195/ses-20170619/fmap/sub-36195_ses-20170619_acq-01_dir-PA_epi.nii.gz,epi,M,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2953,site-OHSUwsd,209008,001,1,sub-209008/ses-001/anat/sub-209008_ses-001_run-1_T2w.nii.gz,,1,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/anat/sub-36119_ses-20170523_run-1_T2w.nii.gz,T2w,F,0.37,19.2857143,135,1/8/17,,,Japanese_Macaques,,,,,,,
2954,site-OHSUwsd,209008,001,2,sub-209008/ses-001/anat/sub-209008_ses-001_run-2_T1w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/anat/sub-36119_ses-20170523_run-2_T1w.nii.gz,T1w,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2955,site-OHSUwsd,209008,001,1,sub-209008/ses-001/anat/sub-209008_ses-001_run-1_T1w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/anat/sub-36119_ses-20170523_run-1_T1w.nii.gz,T1w,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2956,site-OHSUwsd,209008,001,3,sub-209008/ses-001/anat/sub-209008_ses-001_run-3_T1w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/anat/sub-36119_ses-20170523_run-3_T1w.nii.gz,T1w,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2957,site-OHSUwsd,209008,001,2,sub-209008/ses-001/anat/sub-209008_ses-001_run-2_T2w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/anat/sub-36119_ses-20170523_run-2_T2w.nii.gz,T2w,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2958,site-OHSUwsd,209008,001,3,sub-209008/ses-001/anat/sub-209008_ses-001_run-3_T2w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/anat/sub-36119_ses-20170523_run-3_T2w.nii.gz,T2w,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2959,site-OHSUwsd,209008,001,1,sub-209008/ses-001/func/sub-209008_ses-001_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/func/sub-36119_ses-20170523_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2960,site-OHSUwsd,209008,001,1,sub-209008/ses-001/func/sub-209008_ses-001_task-REST_run-1_bold.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/func/sub-36119_ses-20170523_task-REST_run-1_bold.nii.gz,bold,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2961,site-OHSUwsd,209008,001,1,sub-209008/ses-001/fmap/sub-209008_ses-001_acq-01_dir-PA_epi.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/fmap/sub-36119_ses-20170523_acq-01_dir-PA_epi.nii.gz,epi,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2962,site-OHSUwsd,209008,001,1,sub-209008/ses-001/fmap/sub-209008_ses-001_acq-01_dir-AP_epi.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170523/fmap/sub-36119_ses-20170523_acq-01_dir-AP_epi.nii.gz,epi,F,0.37,19.2857143,135,,,,Japanese_Macaques,,,,,,,
2963,site-OHSUwsd,209008,002,2,sub-209008/ses-002/anat/sub-209008_ses-002_run-2_T2w.nii.gz,,1,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/anat/sub-36119_ses-20170725_run-2_T2w.nii.gz,T2w,F,0.54,28.2857143,198,1/8/17,,,Japanese_Macaques,,,,,,,
2964,site-OHSUwsd,209008,002,1,sub-209008/ses-002/anat/sub-209008_ses-002_run-1_T1w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/anat/sub-36119_ses-20170725_run-1_T1w.nii.gz,T1w,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2965,site-OHSUwsd,209008,002,3,sub-209008/ses-002/anat/sub-209008_ses-002_run-3_T2w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/anat/sub-36119_ses-20170725_run-3_T2w.nii.gz,T2w,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2966,site-OHSUwsd,209008,002,2,sub-209008/ses-002/anat/sub-209008_ses-002_run-2_T1w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/anat/sub-36119_ses-20170725_run-2_T1w.nii.gz,T1w,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2967,site-OHSUwsd,209008,002,3,sub-209008/ses-002/anat/sub-209008_ses-002_run-3_T1w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/anat/sub-36119_ses-20170725_run-3_T1w.nii.gz,T1w,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2968,site-OHSUwsd,209008,002,1,sub-209008/ses-002/anat/sub-209008_ses-002_run-1_T2w.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/anat/sub-36119_ses-20170725_run-1_T2w.nii.gz,T2w,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2969,site-OHSUwsd,209008,002,1,sub-209008/ses-002/func/sub-209008_ses-002_task-REST_run-1_bold.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/func/sub-36119_ses-20170725_task-REST_run-1_bold.nii.gz,bold,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2970,site-OHSUwsd,209008,002,1,sub-209008/ses-002/func/sub-209008_ses-002_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/func/sub-36119_ses-20170725_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2971,site-OHSUwsd,209008,002,1,sub-209008/ses-002/fmap/sub-209008_ses-002_acq-01_dir-AP_epi.nii.gz,,0,36119,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-36119/ses-20170725/fmap/sub-36119_ses-20170725_acq-01_dir-AP_epi.nii.gz,epi,F,0.54,28.2857143,198,,,,Japanese_Macaques,,,,,,,
2972,site-OHSUwsd,209009,001,3,sub-209009/ses-001/anat/sub-209009_ses-001_run-3_T1w.nii.gz,,1,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/anat/sub-35336_ses-20170315_run-3_T1w.nii.gz,T1w,F,0.92,48.1428571,337,4/12/16,,,Japanese_Macaques,,,,,,,
2973,site-OHSUwsd,209009,001,2,sub-209009/ses-001/anat/sub-209009_ses-001_run-2_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/anat/sub-35336_ses-20170315_run-2_T2w.nii.gz,T2w,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2974,site-OHSUwsd,209009,001,1,sub-209009/ses-001/anat/sub-209009_ses-001_run-1_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/anat/sub-35336_ses-20170315_run-1_T1w.nii.gz,T1w,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2975,site-OHSUwsd,209009,001,1,sub-209009/ses-001/anat/sub-209009_ses-001_run-1_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/anat/sub-35336_ses-20170315_run-1_T2w.nii.gz,T2w,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2976,site-OHSUwsd,209009,001,3,sub-209009/ses-001/anat/sub-209009_ses-001_run-3_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/anat/sub-35336_ses-20170315_run-3_T2w.nii.gz,T2w,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2977,site-OHSUwsd,209009,001,2,sub-209009/ses-001/anat/sub-209009_ses-001_run-2_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/anat/sub-35336_ses-20170315_run-2_T1w.nii.gz,T1w,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2978,site-OHSUwsd,209009,001,1,sub-209009/ses-001/func/sub-209009_ses-001_task-REST_run-1_bold.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/func/sub-35336_ses-20170315_task-REST_run-1_bold.nii.gz,bold,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2979,site-OHSUwsd,209009,001,1,sub-209009/ses-001/func/sub-209009_ses-001_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/func/sub-35336_ses-20170315_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2980,site-OHSUwsd,209009,001,1,sub-209009/ses-001/fmap/sub-209009_ses-001_acq-01_dir-AP_epi.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20170315/fmap/sub-35336_ses-20170315_acq-01_dir-AP_epi.nii.gz,epi,F,0.92,48.1428571,337,,,,Japanese_Macaques,,,,,,,
2981,site-OHSUwsd,209009,002,3,sub-209009/ses-002/anat/sub-209009_ses-002_run-3_T2w.nii.gz,,1,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/anat/sub-35336_ses-20161103_run-3_T2w.nii.gz,T2w,F,0.56,29.2857143,205,4/12/16,,,Japanese_Macaques,,,,,,,
2982,site-OHSUwsd,209009,002,1,sub-209009/ses-002/anat/sub-209009_ses-002_run-1_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/anat/sub-35336_ses-20161103_run-1_T1w.nii.gz,T1w,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2983,site-OHSUwsd,209009,002,2,sub-209009/ses-002/anat/sub-209009_ses-002_run-2_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/anat/sub-35336_ses-20161103_run-2_T2w.nii.gz,T2w,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2984,site-OHSUwsd,209009,002,1,sub-209009/ses-002/anat/sub-209009_ses-002_run-1_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/anat/sub-35336_ses-20161103_run-1_T2w.nii.gz,T2w,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2985,site-OHSUwsd,209009,002,3,sub-209009/ses-002/anat/sub-209009_ses-002_run-3_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/anat/sub-35336_ses-20161103_run-3_T1w.nii.gz,T1w,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2986,site-OHSUwsd,209009,002,2,sub-209009/ses-002/anat/sub-209009_ses-002_run-2_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/anat/sub-35336_ses-20161103_run-2_T1w.nii.gz,T1w,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2987,site-OHSUwsd,209009,002,1,sub-209009/ses-002/func/sub-209009_ses-002_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/func/sub-35336_ses-20161103_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2988,site-OHSUwsd,209009,002,1,sub-209009/ses-002/func/sub-209009_ses-002_task-REST_run-1_bold.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/func/sub-35336_ses-20161103_task-REST_run-1_bold.nii.gz,bold,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2989,site-OHSUwsd,209009,002,1,sub-209009/ses-002/fmap/sub-209009_ses-002_acq-01_dir-AP_epi.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20161103/fmap/sub-35336_ses-20161103_acq-01_dir-AP_epi.nii.gz,epi,F,0.56,29.2857143,205,,,,Japanese_Macaques,,,,,,,
2990,site-OHSUwsd,209009,003,2,sub-209009/ses-003/anat/sub-209009_ses-003_run-2_T2w.nii.gz,,1,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/anat/sub-35336_ses-20160826_run-2_T2w.nii.gz,T2w,F,0.37,19.4285714,136,4/12/16,,,Japanese_Macaques,,,,,,,
2991,site-OHSUwsd,209009,003,2,sub-209009/ses-003/anat/sub-209009_ses-003_run-2_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/anat/sub-35336_ses-20160826_run-2_T1w.nii.gz,T1w,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2992,site-OHSUwsd,209009,003,3,sub-209009/ses-003/anat/sub-209009_ses-003_run-3_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/anat/sub-35336_ses-20160826_run-3_T2w.nii.gz,T2w,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2993,site-OHSUwsd,209009,003,3,sub-209009/ses-003/anat/sub-209009_ses-003_run-3_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/anat/sub-35336_ses-20160826_run-3_T1w.nii.gz,T1w,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2994,site-OHSUwsd,209009,003,1,sub-209009/ses-003/anat/sub-209009_ses-003_run-1_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/anat/sub-35336_ses-20160826_run-1_T2w.nii.gz,T2w,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2995,site-OHSUwsd,209009,003,1,sub-209009/ses-003/anat/sub-209009_ses-003_run-1_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/anat/sub-35336_ses-20160826_run-1_T1w.nii.gz,T1w,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2996,site-OHSUwsd,209009,003,1,sub-209009/ses-003/func/sub-209009_ses-003_task-RESTwCONTRAST_run-1_bold.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/func/sub-35336_ses-20160826_task-RESTwCONTRAST_run-1_bold.nii.gz,bold,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2997,site-OHSUwsd,209009,003,1,sub-209009/ses-003/func/sub-209009_ses-003_task-REST_run-1_bold.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/func/sub-35336_ses-20160826_task-REST_run-1_bold.nii.gz,bold,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2998,site-OHSUwsd,209009,003,1,sub-209009/ses-003/fmap/sub-209009_ses-003_acq-01_dir-PA_epi.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/fmap/sub-35336_ses-20160826_acq-01_dir-PA_epi.nii.gz,epi,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
2999,site-OHSUwsd,209009,003,1,sub-209009/ses-003/fmap/sub-209009_ses-003_acq-01_dir-AP_epi.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20160826/fmap/sub-35336_ses-20160826_acq-01_dir-AP_epi.nii.gz,epi,F,0.37,19.4285714,136,,,,Japanese_Macaques,,,,,,,
3000,site-OHSUwsd,209009,004,1,sub-209009/ses-004/anat/sub-209009_ses-004_run-1_T2w.nii.gz,,1,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20180118/anat/sub-35336_ses-20180118_run-1_T2w.nii.gz,T2w,F,1.77,92.2857143,646,4/12/16,,,Japanese_Macaques,,,,,,,
3001,site-OHSUwsd,209009,004,3,sub-209009/ses-004/anat/sub-209009_ses-004_run-3_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20180118/anat/sub-35336_ses-20180118_run-3_T1w.nii.gz,T1w,F,1.77,92.2857143,646,,,,Japanese_Macaques,,,,,,,
3002,site-OHSUwsd,209009,004,2,sub-209009/ses-004/anat/sub-209009_ses-004_run-2_T1w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20180118/anat/sub-35336_ses-20180118_run-2_T1w.nii.gz,T1w,F,1.77,92.2857143,646,,,,Japanese_Macaques,,,,,,,
3003,site-OHSUwsd,209009,004,2,sub-209009/ses-004/anat/sub-209009_ses-004_run-2_T2w.nii.gz,,0,35336,/ocean/projects/bio220042p/shared/incoming/site-OHSUwsd/sub-35336/ses-20180118/anat/sub-35336_ses-20180118_run-2_T2w.nii.gz,T2w,F,1.77,92.2857143,646,,,,Japanese_Macaques,,,,,,,
